age,menopause,tumor-size,inv-nodes,node-caps,deg-malig,breast,breast-quad,irradiat
-0.0022984192026509515,0.017294695114071373,-0.006393331560784953,-0.02982818319453147,0.02530200650828519,0.07918038869165803,-0.0243923226524708,0.0011143432445395753,-0.018077379074649153
0.0015322794684339727,-0.02201143014518175,-0.006393331560784953,-0.02982818319453147,-0.005935038563671832,-0.10284349335813053,-0.0243923226524708,-0.010615585645350648,-0.018077379074649153
0.0015322794684339727,-0.02201143014518175,0.005446171329557553,-0.02982818319453147,-0.005935038563671832,-0.011831552333236246,0.0243923226524708,-0.004750621200405538,-0.018077379074649153
-0.0022984192026509515,0.017294695114071373,0.005446171329557553,-0.02982818319453147,0.02530200650828519,0.07918038869165803,-0.0243923226524708,-0.004750621200405538,0.04887587675738474
-0.0022984192026509515,0.017294695114071373,0.0024862956069719245,0.07963303953769411,0.02530200650828519,-0.011831552333236246,0.0243923226524708,0.012844272134429794,-0.018077379074649153
0.0015322794684339727,0.017294695114071373,-0.00047358011561370055,0.07963303953769411,-0.005935038563671832,-0.011831552333236246,-0.0243923226524708,0.0011143432445395753,0.04887587675738474
0.0015322794684339727,-0.02201143014518175,0.008406047052143178,-0.02982818319453147,-0.005935038563671832,0.07918038869165803,0.0243923226524708,0.0011143432445395753,-0.018077379074649153
-0.0022984192026509515,0.017294695114071373,-0.00935320728337058,-0.02982818319453147,-0.005935038563671832,-0.011831552333236246,0.0243923226524708,0.0011143432445395753,-0.018077379074649153
-0.0022984192026509515,0.017294695114071373,-0.012313083005956203,-0.02982818319453147,-0.005935038563671832,-0.011831552333236246,-0.0243923226524708,0.006979307689484685,-0.018077379074649153
-0.0022984192026509515,-0.02201143014518175,0.008406047052143178,0.02490242817158132,0.02530200650828519,-0.011831552333236246,-0.0243923226524708,0.0011143432445395753,0.04887587675738474
0.0015322794684339727,0.017294695114071373,-0.00047358011561370055,-0.02982818319453147,-0.005935038563671832,-0.011831552333236246,0.0243923226524708,-0.004750621200405538,-0.018077379074649153
0.005362978139518895,-0.02201143014518175,-0.006393331560784953,-0.02982818319453147,-0.005935038563671832,-0.011831552333236246,-0.0243923226524708,0.0011143432445395753,-0.018077379074649153
0.0015322794684339727,-0.02201143014518175,0.0024862956069719245,-0.02982818319453147,-0.005935038563671832,-0.10284349335813053,-0.0243923226524708,-0.010615585645350648,-0.018077379074649153
